,readable,energies
0,"Stage 2; 123 | P4/mmm | tetragonal (4) | centrosymmetric (2) | ditetragonal-dipyramidal | 4/mmm; F6; Stage 1; tetragonal; (265.0414727330208, 265.0414727330208, 139.46065452694893), (90.0, 90.0, 90.0)",1.932182931341231e-05
1,"Stage 2; 225 | Fm-3m | cubic (8) | centrosymmetric (2) | hexoctahedral | m-3m; Na4; Stage 1; cubic; (11.765271296724677, 11.765271296724677, 11.765271296724677), (90.0, 90.0, 90.0)",0.0937665700912475
2,"Stage 2; 221 | Pm-3m | cubic (8) | centrosymmetric (2) | hexoctahedral | m-3m; Ca2; Stage 1; cubic; (249.88734984397888, 249.88734984397888, 249.88734984397888), (90.0, 90.0, 90.0)",8.530264494766016e-06
3,"Stage 2; 8 | C1m1 | monoclinic (2) | polar (3) | domatic | m; Ni4; Stage 1; monoclinic; (741.8251794576645, 679.3842695951462, 644.6774327754974), (90.0, 77.72102355957031, 90.0)",1.228002929565264e-06
4,"Stage 2; 166 | R-3mH | trigonal-rhombohedral (5) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m; Al6; Stage 1; rhombohedral; (7.221362448297441, 7.221362448297441, 7.221362448297441), (134.06896114349365, 134.06896114349365, 134.06896114349365)",
5,"Stage 2; 123 | P4/mmm | tetragonal (4) | centrosymmetric (2) | ditetragonal-dipyramidal | 4/mmm; B3Pt3; Stage 1; tetragonal; (797.3632209300995, 797.3632209300995, 107.56354533135891), (90.0, 90.0, 90.0)",1.4998532606114168e-05
6,"Stage 2; 194 | P6_3/mmc | hexagonal (7) | centrosymmetric (2) | dihexagonal-dipyramidal | 6/mmm; K4Ni2; Stage 1; hexagonal; (602.4381337165833, 602.4381337165833, 836.1606332063675), (90.0, 90.0, 120.0)",1.7298790453423862e-06
7,"Stage 2; 71 | Immm | orthorhombic (3) | centrosymmetric (2) | rhombic-dipyramidal | mmm; Fe2Na4; Stage 1; orthorhombic; (155.87127339839935, 344.8892486691475, 921.86718916893), (90.0, 90.0, 90.0)",6.823820058343699e-06
8,"Stage 2; 2 | P-1 | triclinic (1) | centrosymmetric (2) | pinacoidal | -1; Li2Si2; Stage 1; triclinic; (95.7944783270359, 910.6230736970901, 252.89305967092514), (116.20182991027832, 131.22368335723877, 136.03819370269775)",
9,"Stage 2; 14 | P12_1/c1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; Pd2Pt2; Stage 1; monoclinic; (709.0920099020004, 909.2784649133682, 834.4152710437775), (90.0, 81.75105094909668, 90.0)",1.8806900925483203e-06
10,"Stage 2; 139 | I4/mmm | tetragonal (4) | centrosymmetric (2) | ditetragonal-dipyramidal | 4/mmm; Na2S2; Stage 1; tetragonal; (388.3838391304016, 388.3838391304016, 784.0722711086273), (90.0, 90.0, 90.0)",1.5459867199751898e-06
11,"Stage 2; 139 | I4/mmm | tetragonal (4) | centrosymmetric (2) | ditetragonal-dipyramidal | 4/mmm; B4Ni2; Stage 1; tetragonal; (974.6395148038864, 974.6395148038864, 834.7748010158539), (90.0, 90.0, 90.0)",3.363804523814906e-07
12,"Stage 2; 2 | P-1 | triclinic (1) | centrosymmetric (2) | pinacoidal | -1; K2Pd2; Stage 1; triclinic; (678.4313724040985, 964.5038509368896, 332.3351151943207), (63.264088332653046, 89.5414400100708, 114.34359073638916)",2.811889999065897e-06
13,"Stage 2; 71 | Immm | orthorhombic (3) | centrosymmetric (2) | rhombic-dipyramidal | mmm; B2N2; Stage 1; orthorhombic; (71.5895497649908, 218.5558207333088, 255.76492726802826), (90.0, 90.0, 90.0)",2.0596706235664897e-05
14,"Stage 2; 221 | Pm-3m | cubic (8) | centrosymmetric (2) | hexoctahedral | m-3m; Mn3V2; Stage 1; cubic; (9.540857121348381, 9.540857121348381, 9.540857121348381), (90.0, 90.0, 90.0)",0.5099356770515442
15,"Stage 2; 38 | Amm2 | orthorhombic (3) | polar (3) | rhombic-pyramidal | mm2; Co2Fe4; Stage 1; orthorhombic; (206.0500340461731, 163.81161239743233, 859.0624068975449), (90.0, 90.0, 90.0)",1.954272920556832e-05
16,"Stage 2; 11 | P12_1/m1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; Fe2N4; Stage 1; monoclinic; (989.6872479915619, 643.3122420310974, 911.7898805141449), (90.0, 68.90987813472748, 90.0)",5.142003374203341e-07
17,"Stage 2; 2 | P-1 | triclinic (1) | centrosymmetric (2) | pinacoidal | -1; Mn2Si2; Stage 1; triclinic; (600.5981897115707, 952.9824143648148, 934.6714291572571), (60.04529045894742, 95.99179029464722, 97.72552967071533)",6.009015010022267e-07
18,"Stage 2; 139 | I4/mmm | tetragonal (4) | centrosymmetric (2) | ditetragonal-dipyramidal | 4/mmm; Co2S2; Stage 1; tetragonal; (743.1214265823364, 743.1214265823364, 902.8505282402039), (90.0, 90.0, 90.0)",6.061590624995006e-07
19,"Stage 2; 221 | Pm-3m | cubic (8) | centrosymmetric (2) | hexoctahedral | m-3m; N3Pd3; Stage 1; cubic; (413.11782371997833, 413.11782371997833, 413.11782371997833), (90.0, 90.0, 90.0)",8.509057806804776e-06
20,"Stage 2; 123 | P4/mmm | tetragonal (4) | centrosymmetric (2) | ditetragonal-dipyramidal | 4/mmm; H3Al2; Stage 1; tetragonal; (765.7127457857132, 765.7127457857132, 112.65871825814247), (90.0, 90.0, 90.0)",1.4326418522614404e-06
21,"Stage 2; 38 | Amm2 | orthorhombic (3) | polar (3) | rhombic-pyramidal | mm2; O2S4; Stage 1; orthorhombic; (693.897228717804, 422.0495023727417, 646.187173128128), (90.0, 90.0, 90.0)",1.4062554782867664e-06
22,"Stage 2; 11 | P12_1/m1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; O2S2; Stage 1; monoclinic; (674.0403360128403, 176.07440108060837, 923.36521089077), (90.0, 105.59722900390625, 90.0)",1.512347807874903e-06
23,"Stage 2; 11 | P12_1/m1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; H4Ba2; Stage 1; monoclinic; (973.5364763736725, 165.43897032737732, 399.5892890691757), (90.0, 125.06227016448975, 90.0)",8.784892997937277e-06
24,"Stage 2; 71 | Immm | orthorhombic (3) | centrosymmetric (2) | rhombic-dipyramidal | mmm; Al2Pd2; Stage 1; orthorhombic; (439.36327373981476, 673.0261688232422, 139.18920761346817), (90.0, 90.0, 90.0)",1.0764373655547388e-05
25,"Stage 2; 1 | P1 | triclinic (1) | enantiomorphic-polar (1) | pedial | 1; Mg2V2; Stage 1; triclinic; (460.0605766773224, 145.51346117258072, 4.347916628234088), (125.54967880249023, 125.47586441040039, 89.83104228973389)",0.0015011272625997
26,"Stage 2; 1 | P1 | triclinic (1) | enantiomorphic-polar (1) | pedial | 1; B4Na2; Stage 1; triclinic; (251.06238052248955, 36.79950025677681, 784.3011115789413), (111.52743339538574, 115.36193370819092, 120.49432754516602)",3.973111597588286e-05
27,"Stage 2; 194 | P6_3/mmc | hexagonal (7) | centrosymmetric (2) | dihexagonal-dipyramidal | 6/mmm; O2S2; Stage 1; hexagonal; (229.56673842668533, 229.56673842668533, 217.23039600253105), (90.0, 90.0, 120.0)",1.61006573762279e-05
28,"Stage 2; 1 | P1 | triclinic (1) | enantiomorphic-polar (1) | pedial | 1; Mn4V2; Stage 1; triclinic; (323.22230339050293, 163.30333909392357, 410.5315754413605), (71.10875129699707, 123.54689598083496, 133.04973602294922)",4.062683728989214e-05
29,"Stage 2; 1 | P1 | triclinic (1) | enantiomorphic-polar (1) | pedial | 1; Mg3S3; Stage 1; triclinic; (844.6697868108749, 43.14959280192852, 604.3391692638397), (66.77921950817108, 129.3593454360962, 89.46670770645142)",1.927240919030737e-05
30,"Stage 2; 71 | Immm | orthorhombic (3) | centrosymmetric (2) | rhombic-dipyramidal | mmm; C2Pt4; Stage 1; orthorhombic; (686.7228093147278, 342.83176642656326, 71.05014327168465), (90.0, 90.0, 90.0)",7.985109550645575e-05
31,"Stage 2; 2 | P-1 | triclinic (1) | centrosymmetric (2) | pinacoidal | -1; Ba3K3; Stage 1; triclinic; (910.967970252037, 145.97169235348701, 722.6800894737244), (112.51387596130371, 65.30771791934967, 106.97386264801025)",1.1033991540898567e-05
32,"Stage 2; 187 | P-6m2 | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -6m2; C2H2; Stage 1; hexagonal; (327.96585047245026, 327.96585047245026, 497.1763951778412), (90.0, 90.0, 120.0)",9.335906838714436e-07
33,"Stage 2; 2 | P-1 | triclinic (1) | centrosymmetric (2) | pinacoidal | -1; Mn4P2; Stage 1; triclinic; (799.5770308971405, 636.9803743362427, 693.4241410493851), (87.37210750579834, 66.96201622486115, 117.0324182510376)",1.679611841609585e-06
34,"Stage 2; 194 | P6_3/mmc | hexagonal (7) | centrosymmetric (2) | dihexagonal-dipyramidal | 6/mmm; Al2F4; Stage 1; hexagonal; (913.3652333021164, 913.3652333021164, 835.2271877527237), (90.0, 90.0, 120.0)",3.5762982975029445e-07
35,"Stage 2; 187 | P-6m2 | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -6m2; C4P2; Stage 1; hexagonal; (776.8559739589691, 776.8559739589691, 257.3319818377495), (90.0, 90.0, 120.0)",1.3580269069279891e-06
36,"Stage 2; 12 | C12/m1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; Ca4Li2; Stage 1; monoclinic; (391.9704837203026, 744.6992182731628, 658.90569460392), (90.0, 107.11569309234619, 90.0)",1.5736482055217491e-06
37,"Stage 2; 2 | P-1 | triclinic (1) | centrosymmetric (2) | pinacoidal | -1; Ba4Na2; Stage 1; triclinic; (553.379007935524, 811.415048956871, 451.5929141640663), (117.76655673980713, 83.21066617965698, 74.37187552452087)",5.970267920929473e-06
38,"Stage 2; 12 | C12/m1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; C2Al2; Stage 1; monoclinic; (365.8116147518158, 674.9468940496445, 172.32665506005287), (90.0, 65.25000631809235, 90.0)",3.351455916345003e-06
39,"Stage 2; 11 | P12_1/m1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; Cu2O2; Stage 1; monoclinic; (234.83344504237175, 617.3613044023514, 933.5822508335114), (90.0, 95.09267091751099, 90.0)",1.959612063728855e-06
